noise_id,noise_filename,source_filename,start_sec,end_sec,sample_rate,duration
noise_115346,BC2026_Train_3285_S02_20220310_033000_noise_00-05.wav,BC2026_Train_3285_S02_20220310_033000.ogg,0,5,32000,5
noise_29881,BC2026_Train_3141_S02_20220203_181500_noise_05-10.wav,BC2026_Train_3141_S02_20220203_181500.ogg,5,10,32000,5
noise_3901,BC2026_Train_1746_S01_20231020_204500_noise_05-10.wav,BC2026_Train_1746_S01_20231020_204500.ogg,5,10,32000,5
noise_111714,BC2026_Train_8784_S22_20230113_013000_noise_05-10.wav,BC2026_Train_8784_S22_20230113_013000.ogg,5,10,32000,5
noise_41417,BC2026_Train_1478_S01_20230424_191500_noise_00-05.wav,BC2026_Train_1478_S01_20230424_191500.ogg,0,5,32000,5
noise_41201,BC2026_Train_1500_S01_20230429_191500_noise_00-05.wav,BC2026_Train_1500_S01_20230429_191500.ogg,0,5,32000,5
noise_73565,BC2026_Train_0463_S01_20211105_190000_noise_00-05.wav,BC2026_Train_0463_S01_20211105_190000.ogg,0,5,32000,5
noise_59645,BC2026_Train_3323_S02_20220319_014500_noise_00-05.wav,BC2026_Train_3323_S02_20220319_014500.ogg,0,5,32000,5
noise_31165,BC2026_Train_5451_S13_20220322_183000_noise_05-10.wav,BC2026_Train_5451_S13_20220322_183000.ogg,5,10,32000,5
noise_30540,BC2026_Train_6867_S13_20240102_001500_noise_00-05.wav,BC2026_Train_6867_S13_20240102_001500.ogg,0,5,32000,5
noise_5016,BC2026_Train_1921_S01_20231126_004500_noise_00-05.wav,BC2026_Train_1921_S01_20231126_004500.ogg,0,5,32000,5
noise_66618,BC2026_Train_2846_S02_20211118_193000_noise_05-10.wav,BC2026_Train_2846_S02_20211118_193000.ogg,5,10,32000,5
noise_54533,BC2026_Train_6035_S13_20221228_031500_noise_00-05.wav,BC2026_Train_6035_S13_20221228_031500.ogg,0,5,32000,5
noise_116738,BC2026_Train_4073_S02_20230207_231500_noise_00-05.wav,BC2026_Train_4073_S02_20230207_231500.ogg,0,5,32000,5
noise_43314,BC2026_Train_4327_S02_20231006_001500_noise_05-10.wav,BC2026_Train_4327_S02_20231006_001500.ogg,5,10,32000,5
noise_23556,BC2026_Train_7732_S22_20220125_184500_noise_00-05.wav,BC2026_Train_7732_S22_20220125_184500.ogg,0,5,32000,5
noise_123567,BC2026_Train_2852_S02_20211119_184500_noise_05-10.wav,BC2026_Train_2852_S02_20211119_184500.ogg,5,10,32000,5
noise_108054,BC2026_Train_5799_S13_20221025_011500_noise_05-10.wav,BC2026_Train_5799_S13_20221025_011500.ogg,5,10,32000,5
noise_0097,BC2026_Train_9041_S22_20230228_220000_noise_05-10.wav,BC2026_Train_9041_S22_20230228_220000.ogg,5,10,32000,5
noise_29484,BC2026_Train_9794_S22_20240110_200000_noise_00-05.wav,BC2026_Train_9794_S22_20240110_200000.ogg,0,5,32000,5
noise_89285,BC2026_Train_6785_S13_20231208_203000_noise_00-05.wav,BC2026_Train_6785_S13_20231208_203000.ogg,0,5,32000,5
noise_108666,BC2026_Train_8742_S22_20230104_013000_noise_05-10.wav,BC2026_Train_8742_S22_20230104_013000.ogg,5,10,32000,5
noise_55469,BC2026_Train_5965_S13_20221210_011500_noise_00-05.wav,BC2026_Train_5965_S13_20221210_011500.ogg,0,5,32000,5
noise_47838,BC2026_Train_2555_S01_20240417_184500_noise_05-10.wav,BC2026_Train_2555_S01_20240417_184500.ogg,5,10,32000,5
noise_49902,BC2026_Train_10083_S22_20240228_034500_noise_05-10.wav,BC2026_Train_10083_S22_20240228_034500.ogg,5,10,32000,5
noise_103502,BC2026_Train_0450_S01_20211103_034500_noise_05-10.wav,BC2026_Train_0450_S01_20211103_034500.ogg,5,10,32000,5
noise_33755,BC2026_Train_0129_S06_20140928_230900_noise_05-10.wav,BC2026_Train_0129_S06_20140928_230900.ogg,5,10,32000,5
noise_88854,BC2026_Train_1022_S01_20220429_034500_noise_05-10.wav,BC2026_Train_1022_S01_20220429_034500.ogg,5,10,32000,5
noise_64926,BC2026_Train_3930_S02_20221224_014500_noise_05-10.wav,BC2026_Train_3930_S02_20221224_014500.ogg,5,10,32000,5
noise_30252,BC2026_Train_6709_S13_20231117_224500_noise_00-05.wav,BC2026_Train_6709_S13_20231117_224500.ogg,0,5,32000,5
noise_58517,BC2026_Train_4332_S02_20231006_213000_noise_00-05.wav,BC2026_Train_4332_S02_20231006_213000.ogg,0,5,32000,5
noise_48894,BC2026_Train_0782_S01_20220114_013000_noise_05-10.wav,BC2026_Train_0782_S01_20220114_013000.ogg,5,10,32000,5
noise_110489,BC2026_Train_7324_S22_20211110_014500_noise_00-05.wav,BC2026_Train_7324_S22_20211110_014500.ogg,0,5,32000,5
noise_25225,BC2026_Train_10448_S14_20250903_063200_noise_05-10.wav,BC2026_Train_10448_S14_20250903_063200.ogg,5,10,32000,5
noise_3877,BC2026_Train_9723_S22_20231228_190000_noise_05-10.wav,BC2026_Train_9723_S22_20231228_190000.ogg,5,10,32000,5
noise_51689,BC2026_Train_5879_S13_20221118_023000_noise_00-05.wav,BC2026_Train_5879_S13_20221118_023000.ogg,0,5,32000,5
noise_75774,BC2026_Train_6736_S13_20231126_190000_noise_05-10.wav,BC2026_Train_6736_S13_20231126_190000.ogg,5,10,32000,5
noise_51630,BC2026_Train_9499_S22_20231117_194500_noise_05-10.wav,BC2026_Train_9499_S22_20231117_194500.ogg,5,10,32000,5
noise_7921,BC2026_Train_8999_S22_20230221_001500_noise_05-10.wav,BC2026_Train_8999_S22_20230221_001500.ogg,5,10,32000,5
noise_52206,BC2026_Train_3948_S02_20221229_221500_noise_05-10.wav,BC2026_Train_3948_S02_20221229_221500.ogg,5,10,32000,5
noise_57341,BC2026_Train_9863_S22_20240124_181500_noise_00-05.wav,BC2026_Train_9863_S22_20240124_181500.ogg,0,5,32000,5
noise_90726,BC2026_Train_0404_S01_20211016_011500_noise_05-10.wav,BC2026_Train_0404_S01_20211016_011500.ogg,5,10,32000,5
noise_29376,BC2026_Train_9424_S22_20231103_004500_noise_00-05.wav,BC2026_Train_9424_S22_20231103_004500.ogg,0,5,32000,5
noise_11425,BC2026_Train_1908_S01_20231123_203000_noise_05-10.wav,BC2026_Train_1908_S01_20231123_203000.ogg,5,10,32000,5
noise_99603,BC2026_Train_2381_S01_20240309_024500_noise_00-05.wav,BC2026_Train_2381_S01_20240309_024500.ogg,0,5,32000,5
noise_20916,BC2026_Train_6164_S13_20230129_223000_noise_00-05.wav,BC2026_Train_6164_S13_20230129_223000.ogg,0,5,32000,5
noise_125706,BC2026_Train_8985_S22_20230219_034500_noise_05-10.wav,BC2026_Train_8985_S22_20230219_034500.ogg,5,10,32000,5
noise_104894,BC2026_Train_9750_S22_20240101_211500_noise_05-10.wav,BC2026_Train_9750_S22_20240101_211500.ogg,5,10,32000,5
noise_103166,BC2026_Train_1037_S01_20230123_020000_noise_05-10.wav,BC2026_Train_1037_S01_20230123_020000.ogg,5,10,32000,5
noise_61218,BC2026_Train_6445_S13_20230428_211500_noise_05-10.wav,BC2026_Train_6445_S13_20230428_211500.ogg,5,10,32000,5
noise_117651,BC2026_Train_9301_S22_20231011_223000_noise_05-10.wav,BC2026_Train_9301_S22_20231011_223000.ogg,5,10,32000,5
noise_67110,BC2026_Train_4975_S02_20240326_014500_noise_05-10.wav,BC2026_Train_4975_S02_20240326_014500.ogg,5,10,32000,5
noise_94530,BC2026_Train_8465_S22_20221113_220000_noise_05-10.wav,BC2026_Train_8465_S22_20221113_220000.ogg,5,10,32000,5
noise_8569,BC2026_Train_6901_S13_20240110_191500_noise_05-10.wav,BC2026_Train_6901_S13_20240110_191500.ogg,5,10,32000,5
noise_50406,BC2026_Train_5896_S13_20221122_194500_noise_05-10.wav,BC2026_Train_5896_S13_20221122_194500.ogg,5,10,32000,5
noise_20004,BC2026_Train_1558_S01_20230913_040000_noise_00-05.wav,BC2026_Train_1558_S01_20230913_040000.ogg,0,5,32000,5
noise_1297,BC2026_Train_0347_S01_20211004_011500_noise_05-10.wav,BC2026_Train_0347_S01_20211004_011500.ogg,5,10,32000,5
noise_28620,BC2026_Train_8179_S22_20220921_223000_noise_00-05.wav,BC2026_Train_8179_S22_20220921_223000.ogg,0,5,32000,5
noise_76782,BC2026_Train_2261_S01_20240210_231500_noise_05-10.wav,BC2026_Train_2261_S01_20240210_231500.ogg,5,10,32000,5
noise_20725,BC2026_Train_1757_S01_20231023_003000_noise_05-10.wav,BC2026_Train_1757_S01_20231023_003000.ogg,5,10,32000,5
noise_96677,BC2026_Train_8001_S22_20220418_190000_noise_00-05.wav,BC2026_Train_8001_S22_20220418_190000.ogg,0,5,32000,5
noise_8376,BC2026_Train_5617_S13_20220903_231500_noise_00-05.wav,BC2026_Train_5617_S13_20220903_231500.ogg,0,5,32000,5
noise_76878,BC2026_Train_4449_S02_20231108_204500_noise_05-10.wav,BC2026_Train_4449_S02_20231108_204500.ogg,5,10,32000,5
noise_24996,BC2026_Train_1851_S01_20231111_223000_noise_00-05.wav,BC2026_Train_1851_S01_20231111_223000.ogg,0,5,32000,5
noise_28429,BC2026_Train_8473_S22_20221115_004500_noise_05-10.wav,BC2026_Train_8473_S22_20221115_004500.ogg,5,10,32000,5
noise_87245,BC2026_Train_5586_S13_20220424_194500_noise_00-05.wav,BC2026_Train_5586_S13_20220424_194500.ogg,0,5,32000,5
noise_91529,BC2026_Train_4780_S02_20240204_034500_noise_00-05.wav,BC2026_Train_4780_S02_20240204_034500.ogg,0,5,32000,5
noise_10429,BC2026_Train_4658_S02_20240105_201500_noise_05-10.wav,BC2026_Train_4658_S02_20240105_201500.ogg,5,10,32000,5
noise_77286,BC2026_Train_8559_S22_20221201_033000_noise_05-10.wav,BC2026_Train_8559_S22_20221201_033000.ogg,5,10,32000,5
noise_57497,BC2026_Train_6404_S13_20230415_031500_noise_00-05.wav,BC2026_Train_6404_S13_20230415_031500.ogg,0,5,32000,5
noise_50358,BC2026_Train_9047_S22_20230302_181500_noise_05-10.wav,BC2026_Train_9047_S22_20230302_181500.ogg,5,10,32000,5
noise_75197,BC2026_Train_6727_S13_20231124_210000_noise_00-05.wav,BC2026_Train_6727_S13_20231124_210000.ogg,0,5,32000,5
noise_43194,BC2026_Train_3410_S02_20220412_213000_noise_05-10.wav,BC2026_Train_3410_S02_20220412_213000.ogg,5,10,32000,5
noise_97374,BC2026_Train_4254_S02_20230917_190000_noise_05-10.wav,BC2026_Train_4254_S02_20230917_190000.ogg,5,10,32000,5
noise_83429,BC2026_Train_1889_S01_20231118_233000_noise_00-05.wav,BC2026_Train_1889_S01_20231118_233000.ogg,0,5,32000,5
noise_32470,BC2026_Train_10283_S22_20240329_193000_noise_00-05.wav,BC2026_Train_10283_S22_20240329_193000.ogg,0,5,32000,5
noise_47585,BC2026_Train_8545_S22_20221128_031500_noise_00-05.wav,BC2026_Train_8545_S22_20221128_031500.ogg,0,5,32000,5
noise_45678,BC2026_Train_0304_S01_20210924_223000_noise_05-10.wav,BC2026_Train_0304_S01_20210924_223000.ogg,5,10,32000,5
noise_86478,BC2026_Train_8915_S22_20230208_024500_noise_05-10.wav,BC2026_Train_8915_S22_20230208_024500.ogg,5,10,32000,5
noise_37938,BC2026_Train_4312_S02_20231001_204500_noise_05-10.wav,BC2026_Train_4312_S02_20231001_204500.ogg,5,10,32000,5
noise_65394,BC2026_Train_7975_S22_20220413_030000_noise_05-10.wav,BC2026_Train_7975_S22_20220413_030000.ogg,5,10,32000,5
noise_126618,BC2026_Train_4383_S02_20231021_004500_noise_05-10.wav,BC2026_Train_4383_S02_20231021_004500.ogg,5,10,32000,5
noise_7117,BC2026_Train_8276_S22_20221008_191500_noise_05-10.wav,BC2026_Train_8276_S22_20221008_191500.ogg,5,10,32000,5
noise_16777,BC2026_Train_5093_S02_20240422_200000_noise_05-10.wav,BC2026_Train_5093_S02_20240422_200000.ogg,5,10,32000,5
noise_124950,BC2026_Train_1243_S01_20230307_010000_noise_05-10.wav,BC2026_Train_1243_S01_20230307_010000.ogg,5,10,32000,5
noise_111077,BC2026_Train_5278_S13_20211107_213000_noise_00-05.wav,BC2026_Train_5278_S13_20211107_213000.ogg,0,5,32000,5
noise_5341,BC2026_Train_5139_S13_20210929_193000_noise_05-10.wav,BC2026_Train_5139_S13_20210929_193000.ogg,5,10,32000,5
noise_112793,BC2026_Train_0720_S01_20211231_210000_noise_00-05.wav,BC2026_Train_0720_S01_20211231_210000.ogg,0,5,32000,5
noise_118431,BC2026_Train_1108_S01_20230208_011500_noise_05-10.wav,BC2026_Train_1108_S01_20230208_011500.ogg,5,10,32000,5
noise_122331,BC2026_Train_7448_S22_20211202_204500_noise_05-10.wav,BC2026_Train_7448_S22_20211202_204500.ogg,5,10,32000,5
noise_122763,BC2026_Train_0351_S01_20211004_193000_noise_05-10.wav,BC2026_Train_0351_S01_20211004_193000.ogg,5,10,32000,5
noise_11028,BC2026_Train_2531_S01_20240413_004500_noise_00-05.wav,BC2026_Train_2531_S01_20240413_004500.ogg,0,5,32000,5
noise_110502,BC2026_Train_6242_S13_20230221_191500_noise_05-10.wav,BC2026_Train_6242_S13_20230221_191500.ogg,5,10,32000,5
noise_65478,BC2026_Train_7887_S22_20220223_013000_noise_05-10.wav,BC2026_Train_7887_S22_20220223_013000.ogg,5,10,32000,5
noise_126642,BC2026_Train_9069_S22_20230901_200000_noise_05-10.wav,BC2026_Train_9069_S22_20230901_200000.ogg,5,10,32000,5
noise_108833,BC2026_Train_6581_S13_20231008_033000_noise_00-05.wav,BC2026_Train_6581_S13_20231008_033000.ogg,0,5,32000,5
noise_110993,BC2026_Train_4858_S02_20240223_021500_noise_00-05.wav,BC2026_Train_4858_S02_20240223_021500.ogg,0,5,32000,5
noise_41513,BC2026_Train_7679_S22_20220114_030000_noise_00-05.wav,BC2026_Train_7679_S22_20220114_030000.ogg,0,5,32000,5
noise_2317,BC2026_Train_8252_S22_20221004_003000_noise_05-10.wav,BC2026_Train_8252_S22_20221004_003000.ogg,5,10,32000,5
noise_21349,BC2026_Train_2943_S02_20211213_223000_noise_05-10.wav,BC2026_Train_2943_S02_20211213_223000.ogg,5,10,32000,5
noise_106709,BC2026_Train_8406_S22_20221103_031500_noise_00-05.wav,BC2026_Train_8406_S22_20221103_031500.ogg,0,5,32000,5
noise_32747,BC2026_Train_7754_S22_20220129_023000_noise_05-10.wav,BC2026_Train_7754_S22_20220129_023000.ogg,5,10,32000,5
noise_8148,BC2026_Train_5907_S13_20221126_040000_noise_00-05.wav,BC2026_Train_5907_S13_20221126_040000.ogg,0,5,32000,5
noise_6205,BC2026_Train_7432_S22_20211130_021500_noise_05-10.wav,BC2026_Train_7432_S22_20211130_021500.ogg,5,10,32000,5
noise_23016,BC2026_Train_7502_S22_20211211_030000_noise_00-05.wav,BC2026_Train_7502_S22_20211211_030000.ogg,0,5,32000,5
noise_64997,BC2026_Train_4402_S02_20231026_021500_noise_00-05.wav,BC2026_Train_4402_S02_20231026_021500.ogg,0,5,32000,5
noise_108618,BC2026_Train_2844_S02_20211117_211500_noise_05-10.wav,BC2026_Train_2844_S02_20211117_211500.ogg,5,10,32000,5
noise_112973,BC2026_Train_8189_S22_20220922_234500_noise_00-05.wav,BC2026_Train_8189_S22_20220922_234500.ogg,0,5,32000,5
noise_14688,BC2026_Train_7303_S22_20211106_190000_noise_00-05.wav,BC2026_Train_7303_S22_20211106_190000.ogg,0,5,32000,5
noise_5041,BC2026_Train_9084_S22_20230904_211500_noise_05-10.wav,BC2026_Train_9084_S22_20230904_211500.ogg,5,10,32000,5
noise_79661,BC2026_Train_9928_S22_20240203_013000_noise_00-05.wav,BC2026_Train_9928_S22_20240203_013000.ogg,0,5,32000,5
noise_25356,BC2026_Train_4779_S02_20240204_021500_noise_00-05.wav,BC2026_Train_4779_S02_20240204_021500.ogg,0,5,32000,5
noise_94614,BC2026_Train_2471_S01_20240331_220000_noise_05-10.wav,BC2026_Train_2471_S01_20240331_220000.ogg,5,10,32000,5
noise_104509,BC2026_Train_9339_S22_20231018_180000_noise_00-05.wav,BC2026_Train_9339_S22_20231018_180000.ogg,0,5,32000,5
noise_46025,BC2026_Train_2744_S02_20211022_031500_noise_00-05.wav,BC2026_Train_2744_S02_20211022_031500.ogg,0,5,32000,5
noise_20485,BC2026_Train_2227_S01_20240202_204500_noise_05-10.wav,BC2026_Train_2227_S01_20240202_204500.ogg,5,10,32000,5
noise_96425,BC2026_Train_7052_S21_20211020_210000_noise_00-05.wav,BC2026_Train_7052_S21_20211020_210000.ogg,0,5,32000,5
noise_95898,BC2026_Train_10004_S22_20240215_220000_noise_05-10.wav,BC2026_Train_10004_S22_20240215_220000.ogg,5,10,32000,5
noise_38550,BC2026_Train_9425_S22_20231103_023000_noise_05-10.wav,BC2026_Train_9425_S22_20231103_023000.ogg,5,10,32000,5
noise_20328,BC2026_Train_0776_S01_20220112_214500_noise_00-05.wav,BC2026_Train_0776_S01_20220112_214500.ogg,0,5,32000,5
noise_34486,BC2026_Train_1302_S01_20230318_184500_noise_00-05.wav,BC2026_Train_1302_S01_20230318_184500.ogg,0,5,32000,5
noise_51677,BC2026_Train_2254_S01_20240209_001500_noise_00-05.wav,BC2026_Train_2254_S01_20240209_001500.ogg,0,5,32000,5
noise_57077,BC2026_Train_4908_S02_20240308_214500_noise_00-05.wav,BC2026_Train_4908_S02_20240308_214500.ogg,0,5,32000,5
noise_76817,BC2026_Train_8924_S22_20230209_033000_noise_00-05.wav,BC2026_Train_8924_S22_20230209_033000.ogg,0,5,32000,5
noise_125934,BC2026_Train_9707_S22_20231225_004500_noise_05-10.wav,BC2026_Train_9707_S22_20231225_004500.ogg,5,10,32000,5
noise_0840,BC2026_Train_5270_S13_20211104_233000_noise_00-05.wav,BC2026_Train_5270_S13_20211104_233000.ogg,0,5,32000,5
noise_41477,BC2026_Train_1643_S01_20230930_024500_noise_00-05.wav,BC2026_Train_1643_S01_20230930_024500.ogg,0,5,32000,5
noise_57438,BC2026_Train_8888_S22_20230203_010000_noise_05-10.wav,BC2026_Train_8888_S22_20230203_010000.ogg,5,10,32000,5
noise_115515,BC2026_Train_6037_S13_20221228_234500_noise_05-10.wav,BC2026_Train_6037_S13_20221228_234500.ogg,5,10,32000,5
noise_83789,BC2026_Train_9056_S22_20230305_204500_noise_00-05.wav,BC2026_Train_9056_S22_20230305_204500.ogg,0,5,32000,5
noise_104161,BC2026_Train_5996_S13_20221218_214500_noise_00-05.wav,BC2026_Train_5996_S13_20221218_214500.ogg,0,5,32000,5
noise_86117,BC2026_Train_8549_S22_20221129_183000_noise_00-05.wav,BC2026_Train_8549_S22_20221129_183000.ogg,0,5,32000,5
noise_12385,BC2026_Train_6185_S13_20230206_020000_noise_05-10.wav,BC2026_Train_6185_S13_20230206_020000.ogg,5,10,32000,5
noise_36977,BC2026_Train_0390_S01_20211013_020000_noise_00-05.wav,BC2026_Train_0390_S01_20211013_020000.ogg,0,5,32000,5
noise_60965,BC2026_Train_0854_S01_20220131_181500_noise_00-05.wav,BC2026_Train_0854_S01_20220131_181500.ogg,0,5,32000,5
noise_8664,BC2026_Train_4298_S02_20230928_210000_noise_00-05.wav,BC2026_Train_4298_S02_20230928_210000.ogg,0,5,32000,5
noise_34403,BC2026_Train_5947_S13_20221204_224500_noise_05-10.wav,BC2026_Train_5947_S13_20221204_224500.ogg,5,10,32000,5
noise_8232,BC2026_Train_7995_S22_20220417_021500_noise_00-05.wav,BC2026_Train_7995_S22_20220417_021500.ogg,0,5,32000,5
noise_16513,BC2026_Train_0781_S01_20220114_003000_noise_05-10.wav,BC2026_Train_0781_S01_20220114_003000.ogg,5,10,32000,5
noise_1668,BC2026_Train_2240_S01_20240205_020000_noise_00-05.wav,BC2026_Train_2240_S01_20240205_020000.ogg,0,5,32000,5
noise_70638,BC2026_Train_9759_S22_20240103_183000_noise_05-10.wav,BC2026_Train_9759_S22_20240103_183000.ogg,5,10,32000,5
noise_41069,BC2026_Train_5377_S13_20220302_184500_noise_00-05.wav,BC2026_Train_5377_S13_20220302_184500.ogg,0,5,32000,5
noise_88026,BC2026_Train_7366_S22_20211117_234500_noise_05-10.wav,BC2026_Train_7366_S22_20211117_234500.ogg,5,10,32000,5
noise_77490,BC2026_Train_8463_S22_20221113_190000_noise_05-10.wav,BC2026_Train_8463_S22_20221113_190000.ogg,5,10,32000,5
noise_47657,BC2026_Train_2463_S01_20240330_014500_noise_00-05.wav,BC2026_Train_2463_S01_20240330_014500.ogg,0,5,32000,5
noise_103994,BC2026_Train_7813_S22_20220208_021500_noise_05-10.wav,BC2026_Train_7813_S22_20220208_021500.ogg,5,10,32000,5
noise_3073,BC2026_Train_4211_S02_20230907_001500_noise_05-10.wav,BC2026_Train_4211_S02_20230907_001500.ogg,5,10,32000,5
noise_82266,BC2026_Train_10282_S22_20240329_191500_noise_05-10.wav,BC2026_Train_10282_S22_20240329_191500.ogg,5,10,32000,5
noise_49181,BC2026_Train_7453_S22_20211203_040000_noise_00-05.wav,BC2026_Train_7453_S22_20211203_040000.ogg,0,5,32000,5
noise_47682,BC2026_Train_4810_S02_20240211_223000_noise_05-10.wav,BC2026_Train_4810_S02_20240211_223000.ogg,5,10,32000,5
noise_18277,BC2026_Train_5480_S13_20220329_021500_noise_05-10.wav,BC2026_Train_5480_S13_20220329_021500.ogg,5,10,32000,5
noise_60054,BC2026_Train_5177_S13_20211011_211500_noise_05-10.wav,BC2026_Train_5177_S13_20211011_211500.ogg,5,10,32000,5
noise_16729,BC2026_Train_9628_S22_20231209_214500_noise_05-10.wav,BC2026_Train_9628_S22_20231209_214500.ogg,5,10,32000,5
noise_48342,BC2026_Train_7828_S22_20220212_024500_noise_05-10.wav,BC2026_Train_7828_S22_20220212_024500.ogg,5,10,32000,5
noise_14280,BC2026_Train_9342_S22_20231019_181500_noise_00-05.wav,BC2026_Train_9342_S22_20231019_181500.ogg,0,5,32000,5
noise_40182,BC2026_Train_3237_S02_20220226_204500_noise_05-10.wav,BC2026_Train_3237_S02_20220226_204500.ogg,5,10,32000,5
noise_85637,BC2026_Train_3668_S02_20221016_040000_noise_00-05.wav,BC2026_Train_3668_S02_20221016_040000.ogg,0,5,32000,5
noise_45366,BC2026_Train_8495_S22_20221121_003000_noise_05-10.wav,BC2026_Train_8495_S22_20221121_003000.ogg,5,10,32000,5
noise_31356,BC2026_Train_6953_S13_20240124_183000_noise_00-05.wav,BC2026_Train_6953_S13_20240124_183000.ogg,0,5,32000,5
noise_30985,BC2026_Train_4629_S02_20231228_183000_noise_05-10.wav,BC2026_Train_4629_S02_20231228_183000.ogg,5,10,32000,5
noise_113082,BC2026_Train_3255_S02_20220304_031500_noise_05-10.wav,BC2026_Train_3255_S02_20220304_031500.ogg,5,10,32000,5
noise_123662,BC2026_Train_0741_S01_20220104_224500_noise_00-05.wav,BC2026_Train_0741_S01_20220104_224500.ogg,0,5,32000,5
noise_27168,BC2026_Train_2519_S01_20240410_201500_noise_00-05.wav,BC2026_Train_2519_S01_20240410_201500.ogg,0,5,32000,5
noise_125970,BC2026_Train_3435_S02_20220415_204500_noise_05-10.wav,BC2026_Train_3435_S02_20220415_204500.ogg,5,10,32000,5
noise_60329,BC2026_Train_5781_S13_20221019_021500_noise_00-05.wav,BC2026_Train_5781_S13_20221019_021500.ogg,0,5,32000,5
noise_34618,BC2026_Train_6253_S13_20230224_013000_noise_00-05.wav,BC2026_Train_6253_S13_20230224_013000.ogg,0,5,32000,5
noise_111581,BC2026_Train_2090_S01_20231231_031500_noise_00-05.wav,BC2026_Train_2090_S01_20231231_031500.ogg,0,5,32000,5
noise_103513,BC2026_Train_8103_S22_20220907_200000_noise_00-05.wav,BC2026_Train_8103_S22_20220907_200000.ogg,0,5,32000,5
noise_19476,BC2026_Train_1595_S01_20230920_210000_noise_00-05.wav,BC2026_Train_1595_S01_20230920_210000.ogg,0,5,32000,5
noise_103405,BC2026_Train_4451_S02_20231109_223000_noise_00-05.wav,BC2026_Train_4451_S02_20231109_223000.ogg,0,5,32000,5
noise_116847,BC2026_Train_9825_S22_20240116_021500_noise_05-10.wav,BC2026_Train_9825_S22_20240116_021500.ogg,5,10,32000,5
noise_96029,BC2026_Train_1204_S01_20230226_231500_noise_00-05.wav,BC2026_Train_1204_S01_20230226_231500.ogg,0,5,32000,5
noise_119271,BC2026_Train_6794_S13_20231211_003000_noise_05-10.wav,BC2026_Train_6794_S13_20231211_003000.ogg,5,10,32000,5
noise_114234,BC2026_Train_0825_S01_20220124_011500_noise_05-10.wav,BC2026_Train_0825_S01_20220124_011500.ogg,5,10,32000,5
noise_14413,BC2026_Train_0485_S01_20211110_014500_noise_05-10.wav,BC2026_Train_0485_S01_20211110_014500.ogg,5,10,32000,5
noise_93702,BC2026_Train_2074_S01_20231227_211500_noise_05-10.wav,BC2026_Train_2074_S01_20231227_211500.ogg,5,10,32000,5
noise_25309,BC2026_Train_2713_S02_20211013_213000_noise_05-10.wav,BC2026_Train_2713_S02_20211013_213000.ogg,5,10,32000,5
noise_86753,BC2026_Train_0337_S01_20211001_234500_noise_00-05.wav,BC2026_Train_0337_S01_20211001_234500.ogg,0,5,32000,5
noise_48822,BC2026_Train_3913_S02_20221218_204500_noise_05-10.wav,BC2026_Train_3913_S02_20221218_204500.ogg,5,10,32000,5
noise_41298,BC2026_Train_0792_S01_20220117_213000_noise_05-10.wav,BC2026_Train_0792_S01_20220117_213000.ogg,5,10,32000,5
noise_81366,BC2026_Train_1596_S01_20230920_211500_noise_05-10.wav,BC2026_Train_1596_S01_20230920_211500.ogg,5,10,32000,5
noise_117902,BC2026_Train_4060_S02_20230204_234500_noise_00-05.wav,BC2026_Train_4060_S02_20230204_234500.ogg,0,5,32000,5
noise_82434,BC2026_Train_6301_S13_20230316_010000_noise_05-10.wav,BC2026_Train_6301_S13_20230316_010000.ogg,5,10,32000,5
noise_37613,BC2026_Train_10511_S16_20241204_042000_noise_00-05.wav,BC2026_Train_10511_S16_20241204_042000.ogg,0,5,32000,5
noise_87053,BC2026_Train_6726_S13_20231123_223000_noise_00-05.wav,BC2026_Train_6726_S13_20231123_223000.ogg,0,5,32000,5
noise_110802,BC2026_Train_7662_S22_20220110_004500_noise_05-10.wav,BC2026_Train_7662_S22_20220110_004500.ogg,5,10,32000,5
noise_70734,BC2026_Train_3865_S02_20221205_030000_noise_05-10.wav,BC2026_Train_3865_S02_20221205_030000.ogg,5,10,32000,5
noise_33502,BC2026_Train_1216_S01_20230228_040000_noise_00-05.wav,BC2026_Train_1216_S01_20230228_040000.ogg,0,5,32000,5
noise_51041,BC2026_Train_5125_S03_20211129_191500_noise_00-05.wav,BC2026_Train_5125_S03_20211129_191500.ogg,0,5,32000,5
noise_10225,BC2026_Train_0197_S07_20141013_001300_noise_05-10.wav,BC2026_Train_0197_S07_20141013_001300.ogg,5,10,32000,5
noise_19812,BC2026_Train_8553_S22_20221130_023000_noise_00-05.wav,BC2026_Train_8553_S22_20221130_023000.ogg,0,5,32000,5
noise_35717,BC2026_Train_9531_S22_20231123_193000_noise_00-05.wav,BC2026_Train_9531_S22_20231123_193000.ogg,0,5,32000,5
noise_81329,BC2026_Train_7402_S22_20211125_004500_noise_00-05.wav,BC2026_Train_7402_S22_20211125_004500.ogg,0,5,32000,5
noise_117759,BC2026_Train_7243_S22_20211025_190000_noise_05-10.wav,BC2026_Train_7243_S22_20211025_190000.ogg,5,10,32000,5
noise_74166,BC2026_Train_1404_S01_20230409_014500_noise_05-10.wav,BC2026_Train_1404_S01_20230409_014500.ogg,5,10,32000,5
noise_2856,BC2026_Train_9933_S22_20240204_010000_noise_00-05.wav,BC2026_Train_9933_S22_20240204_010000.ogg,0,5,32000,5
